"id","Subject ID","Subject.Number","placebo","variable","sample","Taxonomy","TaxNum","RelAbun","Alternative.Tax"
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales","2|201174|84998|84999",0.56853,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales","2|32066|203490|203491",0.49462,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales","2|1239|526524|526525",0.18855,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales","2|1224|28221|213115",0.14567,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales","2|201174|84998|1643822",0.12608,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales","2|1239|909932|1843488",0.09178,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas","2|1239|186801|186802||1392389",0.09659,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium","2|1239|909932|1843488|909930|33024",0.09178,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes","2|1239|186801|186802|186803|207244",0.0911,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania","2|1239|526524|526525|128827|61170",0.07859,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Candidatus_Stoquefichus","2|1239|526524|526525|128827|1470349",0.06396,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter","2|201174|84998|1643822|1643826|553372",0.05077,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia","2|201174|84998|1643822|1643826|447020",0.04807,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter","2|508458|649775|649776|649777|638847",0.0461,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter","2|1224|28216|80840|75682|846",0.04431,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma","2|1239|526524|526525|128827|1472649",0.03818,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella","2|1239|186801|186802|186803|1432051",0.032,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella","2|201174|84998|1643822|1643826|84111",0.02724,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella","2|1224|28216|80840|995019|577310",0.02704,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria","2|1224|28221",0.14567,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Negativicutes","2|1239|909932",0.09178,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria","2|1224|28216",0.07631,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Synergistetes|c__Synergistia","2|508458|649775",0.0461,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales","2|976|200643|171549",66.2533,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales","2|1239|186801|186802",27.50982,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales","2|1224|1236|91347",2.46125,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified","2|1239||",2.03798,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae","2|508458|649775|649776|649777",0.0461,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified","2|1239|186801|186802|",1.0599,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae","2|976|200643|171549|171550",0.7847,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae","2|201174|84998|84999|84107",0.56853,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae","2|32066|203490|203491|203492",0.49462,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus","2|1239|186801|186802|186803|207244|649756",0.0911,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii","2|976|200643|171549|171550|239759|328813",0.08892,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110","2|1239|||||1263000",0.08631,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae","2|976|200643|171549|815",55.97305,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae","2|1239|186801|186802|541000",18.18409,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae","2|976|200643|171549|2005525",6.41761,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae","2|1239|186801|186802|186803",5.9546,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae","2|1224|1236|91347|543",2.46125,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified","2|1239|||",2.03798,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae","2|976|200643|171549|1853231",1.87097,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae","2|1239|186801|186802|31979",1.21854,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae","2|976|200643|171549|2005519",1.20697,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae","2|1239|186801|186802|186806",1.09269,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria","2",100,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes","2|976",66.2533,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes","2|1239",29.82814,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Proteobacteria","2|1224",2.68323,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Actinobacteria","2|201174",0.69461,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Fusobacteria","2|32066",0.49462,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Synergistetes","2|508458",0.0461,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia","2|976|200643",66.2533,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia","2|1239|186801",27.50982,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria","2|1224|1236",2.46125,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified","2|1239|",2.03798,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Actinobacteria|c__Coriobacteriia","2|201174|84998",0.69461,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Fusobacteria|c__Fusobacteriia","2|32066|203490",0.49462,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Erysipelotrichia","2|1239|526524",0.18855,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides","2|976|200643|171549|815|816",55.97305,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium","2|1239|186801|186802|541000|216851",13.54046,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides","2|976|200643|171549|2005525|375288",6.41761,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus","2|1239|186801|186802|541000|1263",3.04142,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia","2|1224|1236|91347|543|561",2.46125,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified","2|1239||||",2.03798,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia","2|1239|186801|186802|186803|572511",1.85959,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter","2|976|200643|171549|1853231|283168",1.61357,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella","2|976|200643|171549|2005519|397864",1.20697,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium","2|1239|186801|186802|186806|1730",1.09269,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium","2|1239|186801|186802|31979|1485",1.02655,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia","2|1239|186801|186802|186803|841",0.97266,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus","2|1239|186801|186802||2039302",0.82868,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes","2|976|200643|171549|171550|239759",0.7847,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum","2|1239|186801|186802|186803|2039240",0.71644,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella","2|201174|84998|84999|84107|102106",0.56853,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified","2|1239|186801|186802|186803|",0.56595,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter","2|1239|186801|186802|186803|1407607",0.5487,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus","2|1239|186801|186802|186803|33042",0.51829,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium","2|32066|203490|203491|203492|848",0.49462,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum","2|1239|186801|186802|541000|2048137",0.49318,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea","2|1239|186801|186802|186803|189330",0.42219,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor","2|1239|186801|186802|541000|946234",0.38294,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus","2|1239|186801|186802|541000|244127",0.33451,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas","2|976|200643|171549|1853231|574697",0.2574,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium","2|1239|186801|186802|186803|1506553",0.22768,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium","2|1239|186801|186802|541000|1905344",0.1999,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella","2|1239|186801|186802|31979|1649459",0.19199,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger","2|1239|186801|186802|541000|204475",0.19167,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila","2|1224|28221|213115|194924|35832",0.14567,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter","2|1239|186801|186802||2172004",0.13464,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes","2|1239|186801|186802|186803|33042|410072",0.51829,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_sp_CAG_439","2|32066|203490|203491|203492|848|1262899",0.49462,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens","2|1239|186801|186802|541000|2048137|1628085",0.49318,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii","2|1239|186801|186802|541000|946234|292800",0.38294,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis","2|1239|186801|186802|541000|244127|169435",0.33451,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens","2|976|200643|171549|815|816|371601",0.33336,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_2_1_22,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_D22,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_3_1_13,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_1_1_30,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_D1"
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum","2|1239|186801|186802|186803|572511|40520",0.30702,""
"HONC60-01-v1","HONC60-01",1,"Week 6","rB","FF08034144","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242","2|1239|186801|186802|31979|1485|1262783",0.26763,""
